,FILE_ID,Description,SCHK_Block_count,Agg_SubSystem_count,Hierarchy_depth,LibraryLinked_Count,total_ConnH_cnt,clean_description,clean_description_tokens,combined_clusters
2281,67060,"Example simple Microgrid with library of PQ-based Renewables and Diesel GenSets.<p>This example is used in the ""Microgrid System Development and Analysis"" Video Series. This particular example is used in ""Part 3: Using Simscape Power Systems to Simulate Microgrids"": <a href=""https://www.mathworks.com/videos/series/microgrid-system-development-and-analysis.htmlSimscape"">https://www.mathworks.com/videos/series/microgrid-system-development-and-analysis.htmlSimscape</a> Power Systems can be used to schematically represent a one-line microgrid diagram using blocks that represent different distributed energy resources (DERs). The DERs in this example include renewables, such as solar, a diesel GenSet, and an energy storage system (ESS). Using the simple microgrid, you see how desktop simulation can be used to subject the distribution system with residential load changes or unintentional islanding of the microgrid. The included slides detail other common workflows for systems-level microgrid simulation. Using Simulink Real-time, this simple microgrid can quickly be migrated to a real-time machine for hardware-in-the-loop testing.</p>microgrid,power,renewables,simulation",1043,83,6,0,1180,example simple microgrid base renewables diesel gensets example microgrid development analysis video series particular example part simscape power microgrids mathworks com videos series microgrid development analysis htmlsimscape power schematically represent one line microgrid diagram block represent different distribute energy resource ders ders example include renewables solar diesel genset energy storage simple microgrid see desktop subject distribution residential load change unintentional islanding microgrid include slide detail common workflows level microgrid real time simple microgrid quickly migrate real time machine hardware loop test,"['example', 'simple', 'microgrid', 'base', 'renewables', 'diesel', 'gensets', 'example', 'microgrid', 'development', 'analysis', 'video', 'series', 'particular', 'example', 'part', 'simscape', 'power', 'microgrids', 'mathworks', 'com', 'videos', 'series', 'microgrid', 'development', 'analysis', 'htmlsimscape', 'power', 'schematically', 'represent', 'one', 'line', 'microgrid', 'diagram', 'block', 'represent', 'different', 'distribute', 'energy', 'resource', 'ders', 'ders', 'example', 'include', 'renewables', 'solar', 'diesel', 'genset', 'energy', 'storage', 'simple', 'microgrid', 'see', 'desktop', 'subject', 'distribution', 'residential', 'load', 'change', 'unintentional', 'islanding', 'microgrid', 'include', 'slide', 'detail', 'common', 'workflows', 'level', 'microgrid', 'real', 'time', 'simple', 'microgrid', 'quickly', 'migrate', 'real', 'time', 'machine', 'hardware', 'loop', 'test']",0
2282,67109,"This simple single phase cycloconverter model demonstrates the basic operation of cycloconverter<p>This simple single phase cycloconverter model demonstrates the basicoperation of cycloconverter to convert the fundamental frequency to a lowerfrequencyTo set the lower frequency, double click the frequency control block and change the period to 1/fL, where fL is your desire lower frequency. In this demo the lower frequency has to be the fundamental frequency divided by integer (eg. for fundamental frequency of 60Hz, the lower frequencycan be 30Hz, 15Hz, 7.5Hz, etc)</p>cycloconverter,frequency changer",13,0,1,0,22,simple single phase cycloconverter demonstrate basic operation simple single phase cycloconverter demonstrate basicoperation cycloconverter convert fundamental frequency set lower frequency double click frequency control block change period desire lower frequency demo low frequency fundamental frequency divide integer fundamental frequency lower frequencycan etc changer,"['simple', 'single', 'phase', 'cycloconverter', 'demonstrate', 'basic', 'operation', 'simple', 'single', 'phase', 'cycloconverter', 'demonstrate', 'basicoperation', 'cycloconverter', 'convert', 'fundamental', 'frequency', 'set', 'lower', 'frequency', 'double', 'click', 'frequency', 'control', 'block', 'change', 'period', 'desire', 'lower', 'frequency', 'demo', 'low', 'frequency', 'fundamental', 'frequency', 'divide', 'integer', 'fundamental', 'frequency', 'lower', 'frequencycan', 'etc', 'changer']",4
2283,67141,"Perturb and Observe MPPT for Solar PV Array With Boost Converter<p>This file just contains a boost converter, if you want full simulink model of Perturb and Observe MPPT with boost converter, just contact me on the email address given below. A perturb and Observe MPPT algorithm is used to control the MOSFET/IGBT (switch) of a boost converter to extract maximum power from the PV array. Open the link given below to watch a video demonstration:<a href=""https://youtu.be/jPBJw91Tq34Visit"">https://youtu.be/jPBJw91Tq34Visit</a> the following link to see list of all our simulink projects:<a href=""https://www.dropbox.com/s/taowv0vv2yab8v1/Price%20Info.docx?dl=0"">https://www.dropbox.com/s/taowv0vv2yab8v1/Price%20Info.docx?dl=0</a> Visit our youtube channel to watch our video tutorials:<a href=""https://www.youtube.com/channel/UCtyNNZbSSpo2tda5MFyitLQ"">https://www.youtube.com/channel/UCtyNNZbSSpo2tda5MFyitLQ</a> Order your project at: <a href=""mailto:engr.niaz91@gmail.com"">engr.niaz91@gmail.com</a></p>power_conversion_control,power_electronics_control,boost converter,perturb and oberve mppt",31,1,2,0,37,perturb observe mppt solar array boost converterthis file contain boost converter want full perturb observe mppt boost converter contact email address give perturb observe mppt algorithm control mosfet igbt switch boost converter extract maximum power array open link give watch video demonstration youtu jpbjw visit follow link see list project dropbox com taowv yab price info docx visit youtube channel watch video tutorial youtube com channel uctynnzbsspo tda mfyitlq order project engr niaz gmail compower conversion controlpower electronics controlboost oberve mppt,"['perturb', 'observe', 'mppt', 'solar', 'array', 'boost', 'converterthis', 'file', 'contain', 'boost', 'converter', 'want', 'full', 'perturb', 'observe', 'mppt', 'boost', 'converter', 'contact', 'email', 'address', 'give', 'perturb', 'observe', 'mppt', 'algorithm', 'control', 'mosfet', 'igbt', 'switch', 'boost', 'converter', 'extract', 'maximum', 'power', 'array', 'open', 'link', 'give', 'watch', 'video', 'demonstration', 'youtu', 'jpbjw', 'visit', 'follow', 'link', 'see', 'list', 'project', 'dropbox', 'com', 'taowv', 'yab', 'price', 'info', 'docx', 'visit', 'youtube', 'channel', 'watch', 'video', 'tutorial', 'youtube', 'com', 'channel', 'uctynnzbsspo', 'tda', 'mfyitlq', 'order', 'project', 'engr', 'niaz', 'gmail', 'compower', 'conversion', 'controlpower', 'electronics', 'controlboost', 'oberve', 'mppt']",4
2284,67163,"How to speed up Simulink models that use large lookup tables.<p>Loading large lookup tables in Simulink models can be the bottle neck for the simulation speed. This is more important when you cannot load a lookup table into the base workspace or model workspace when you build a Simulink library. When you don't know how the library will be used, loading data into the base or model workspace can cause problems and thus it is bad practice to do so. This set of files shows how to load a lookup table in the mask initialization of a subsystem block and then save it to UserData. On subsequent runs, the data stored in UserData is used for the lookup table. The speed up is 10-50x. The methodology will work in very old versions of MATLAB. However, the Simulink files attached are 2018a.</p>pick of the week,potw,interpolation,large data,large lookup tables,persistent,regularizend,simulink",10,2,1,2,8,speed large lookup table load large lookup table bottle neck speed important load lookup table base workspace workspace build know load data base workspace cause problem thus bad practice set file show load lookup table mask initialization subsystem block save userdata subsequent run data store userdata lookup table speed methodology work old version however file attach pick datalarge lookup,"['speed', 'large', 'lookup', 'table', 'load', 'large', 'lookup', 'table', 'bottle', 'neck', 'speed', 'important', 'load', 'lookup', 'table', 'base', 'workspace', 'workspace', 'build', 'know', 'load', 'data', 'base', 'workspace', 'cause', 'problem', 'thus', 'bad', 'practice', 'set', 'file', 'show', 'load', 'lookup', 'table', 'mask', 'initialization', 'subsystem', 'block', 'save', 'userdata', 'subsequent', 'run', 'data', 'store', 'userdata', 'lookup', 'table', 'speed', 'methodology', 'work', 'old', 'version', 'however', 'file', 'attach', 'pick', 'datalarge', 'lookup']",0
2285,67169,"Cancel dynamic (time variant) DAC errors by a very simple digital error correction scheme<p>This is a demonstration of digital-domain ISI-error correction for a multibit CT DS ADC. Here, the ISI-error model is discrete-time, based on [1]. The idea was inspired by [2], where the static and dynamic feedback-DAC noise was corrected by digital error correction. In [2], thermometer encoder was used in DAC and the number of correction coefficients is 3M, where M is the number of DAC unit-elements. This demonstration shows that using dynamic element matching DAC encoder (DWA) can reduce the number of lookup-table correction coefficient from 3M to 1, which should make the ISI-error mitigation by digital error correction more viable. The correction and calibration method demonstrated here is further documented in [3]. You need Delta-Sigma toolbox to run this demonstration.References: [1] L. Risbo, R. Hezar, B. Kelleci, H. Kiper, and M. Fares, “Digital approaches to ISI-mitigation in high-resolution oversampled multi-level D/A converters,” IEEE J. Solid-State Circuits, vol. 46, no. 12. Dec. 2011. [2] M. Runge and F. Gerfers “A Digital Compensation Method Canceling Static and Non-Linear Time-Variant Feedback DAC Errors in Sigma-Delta Analog-to-Digital Converters,” in proc IEEE International Symposium on Circuits and Systems (ISCAS) 2017, May 2017. [3] Marko Neitola, ""Two-Stage Internal DAC Mismatch Mitigation for Continuous-Time Delta-Sigma Converter, "" Submitted on Aug 7th 2019 to IEEE Nordic Circuits and Systems Conference 2019.</p>data converters,data weighted averaging,delta sigma data conversion,intersymbol interference,simulink",387,34,4,0,412,cancel dynamic time variant dac error simple digital error correction schemethis demonstration digital domain isi error correction multibit adc isi error discrete time base idea inspire static dynamic feedback dac noise correct digital error correction thermometer encoder dac number correction coefficient number dac unit element demonstration show dynamic element match dac encoder dwa reduce number lookup table correction coefficient make isi error mitigation digital error correction viable correction calibration method demonstrate documented need delta sigma toolbox run demonstration reference risbo hezar kelleci kiper fare digital approach isi mitigation high resolution oversampled multi level converter iee solid state circuit vol dec runge gerfers digital compensation method cancel static non linear time variant feedback dac error sigma delta analog digital converter proc iee international symposium circuit iscas may marko neitola two stage internal dac mismatch mitigation continuous time delta sigma converter submit aug iee nordic circuit conference data convertersdata weight averagingdelta sigma data,"['cancel', 'dynamic', 'time', 'variant', 'dac', 'error', 'simple', 'digital', 'error', 'correction', 'schemethis', 'demonstration', 'digital', 'domain', 'isi', 'error', 'correction', 'multibit', 'adc', 'isi', 'error', 'discrete', 'time', 'base', 'idea', 'inspire', 'static', 'dynamic', 'feedback', 'dac', 'noise', 'correct', 'digital', 'error', 'correction', 'thermometer', 'encoder', 'dac', 'number', 'correction', 'coefficient', 'number', 'dac', 'unit', 'element', 'demonstration', 'show', 'dynamic', 'element', 'match', 'dac', 'encoder', 'dwa', 'reduce', 'number', 'lookup', 'table', 'correction', 'coefficient', 'make', 'isi', 'error', 'mitigation', 'digital', 'error', 'correction', 'viable', 'correction', 'calibration', 'method', 'demonstrate', 'documented', 'need', 'delta', 'sigma', 'toolbox', 'run', 'demonstration', 'reference', 'risbo', 'hezar', 'kelleci', 'kiper', 'fare', 'digital', 'approach', 'isi', 'mitigation', 'high', 'resolution', 'oversampled', 'multi', 'level', 'converter', 'iee', 'solid', 'state', 'circuit', 'vol', 'dec', 'runge', 'gerfers', 'digital', 'compensation', 'method', 'cancel', 'static', 'non', 'linear', 'time', 'variant', 'feedback', 'dac', 'error', 'sigma', 'delta', 'analog', 'digital', 'converter', 'proc', 'iee', 'international', 'symposium', 'circuit', 'iscas', 'may', 'marko', 'neitola', 'two', 'stage', 'internal', 'dac', 'mismatch', 'mitigation', 'continuous', 'time', 'delta', 'sigma', 'converter', 'submit', 'aug', 'iee', 'nordic', 'circuit', 'conference', 'data', 'convertersdata', 'weight', 'averagingdelta', 'sigma', 'data']",5
2286,67193,"The motion of a point mass influenced by the forces of gravity and air friction.<p>This model is the simulation of a point mass moving in two dimensions. You can select the initial position and velocity in both axes. The coefficient of friction and acceleration due to gravity are also adjustable.</p>friction,gravity,projectile motion",27,1,2,0,28,motion point mass influence force gravity air friction point mass move two dimension select initial position velocity axes coefficient friction acceleration due gravity also adjustable motion,"['motion', 'point', 'mass', 'influence', 'force', 'gravity', 'air', 'friction', 'point', 'mass', 'move', 'two', 'dimension', 'select', 'initial', 'position', 'velocity', 'axes', 'coefficient', 'friction', 'acceleration', 'due', 'gravity', 'also', 'adjustable', 'motion']",5
2287,67212,"Flat Top sampling (PAM) Modulator + aliasing effect or signal rconstruction through filtering<p>note that the demodulated signal in case of cascaded filter is better than the case of lowpass only</p>aliasing effect,balanced modulator,demodulation,hold,lowpass,sample,signal rconstruction",9,0,1,0,14,flat top sampling pam modulator aliasing effect signal rconstruction filteringnote demodulate signal case cascade filter good case lowpass onlyaliasing effectbalanced rconstruction,"['flat', 'top', 'sampling', 'pam', 'modulator', 'aliasing', 'effect', 'signal', 'rconstruction', 'filteringnote', 'demodulate', 'signal', 'case', 'cascade', 'filter', 'good', 'case', 'lowpass', 'onlyaliasing', 'effectbalanced', 'rconstruction']",8
2288,67214,"This is a complete dynamic model of induction motor using d-q reference frame.<p>This is the Simulink simulation of dynamic d-q model of a three phase induction motor in state space form. The details on the construction of sub models for the induction motor are given and their implementation in SIMULINK delineated. The required equations are stated at the beginning and then a d-q model of induction motor is developed. This model can be used in other applications such as designing an adjustable speed drive.The complete equations for model are given in the paper:<a href=""http://www.ijettjournal.org/2015/volume-24/number-5/IJETT-V24P245.pdf"">http://www.ijettjournal.org/2015/volume-24/number-5/IJETT-V24P245.pdf</a></p>electric_motor_control,power_electronics_control,electrical,machine modeling",192,18,4,0,200,complete dynamic induction motor reference frame dynamic three phase induction motor state space form detail construction sub induction motor give implementation delineate required equation state begin induction motor develop application design adjustable speed drive complete equation give paper http ijettjournal org volume number ijett pdfelectric motor controlpower electronics,"['complete', 'dynamic', 'induction', 'motor', 'reference', 'frame', 'dynamic', 'three', 'phase', 'induction', 'motor', 'state', 'space', 'form', 'detail', 'construction', 'sub', 'induction', 'motor', 'give', 'implementation', 'delineate', 'required', 'equation', 'state', 'begin', 'induction', 'motor', 'develop', 'application', 'design', 'adjustable', 'speed', 'drive', 'complete', 'equation', 'give', 'paper', 'http', 'ijettjournal', 'org', 'volume', 'number', 'ijett', 'pdfelectric', 'motor', 'controlpower', 'electronics']",3
2289,67231,"132kv grid connected wind generator, 25MVAR STATCOM, Voltage stability<p>This simulation presents a method to enhance the stability of a grid-connected wind generator composed of a fixed-speed wind turbine generator system (WTGS) using a FACTS devices of static synchronous compensator (STATCOM). Fault create at t=1.0sec to 1.02 sec and observe simulation waveform. Finally observe Simulation base comparison of system without STATCOM and system with STATCOM and Analyses transient voltage stability of wind generator.This  research work in Simulation base Analysis of transient voltage Stability of grid connected generator using STATCOM.</p>facts,grid intigration,location of statcom,pv curve,scig,stability,statcom,transient voltage stability,wind",1231,77,7,0,1515,grid connect wind generator mvar statcom voltage stabilitythis present method enhance stability grid connect wind generator compose fix speed wind turbine generator wtgs fact device static synchronous compensator statcom fault create sec sec observe waveform finally observe base comparison without statcom statcom analyse transient voltage stability wind generator research work base analysis transient voltage stability grid connect generator statcom factsgrid statcompv voltage stabilitywind,"['grid', 'connect', 'wind', 'generator', 'mvar', 'statcom', 'voltage', 'stabilitythis', 'present', 'method', 'enhance', 'stability', 'grid', 'connect', 'wind', 'generator', 'compose', 'fix', 'speed', 'wind', 'turbine', 'generator', 'wtgs', 'fact', 'device', 'static', 'synchronous', 'compensator', 'statcom', 'fault', 'create', 'sec', 'sec', 'observe', 'waveform', 'finally', 'observe', 'base', 'comparison', 'without', 'statcom', 'statcom', 'analyse', 'transient', 'voltage', 'stability', 'wind', 'generator', 'research', 'work', 'base', 'analysis', 'transient', 'voltage', 'stability', 'grid', 'connect', 'generator', 'statcom', 'factsgrid', 'statcompv', 'voltage', 'stabilitywind']",4
2290,67268,"Simulink Block of LQR<p>It is easy to optimize Q and R matrices with online process.Please see the help file to define the block parameters.</p>control design,lqr,optimization,simulink",19,1,2,0,19,block lqrit easy optimize matrix online process please see help file define block parameter control,"['block', 'lqrit', 'easy', 'optimize', 'matrix', 'online', 'process', 'please', 'see', 'help', 'file', 'define', 'block', 'parameter', 'control']",7
2291,67312,"This is a modification to sldemo_eml_galaxy that gives particle count data and velocity.<p>This is a modification to the demo found here.<a href=""https://www.mathworks.com/help/simulink/examples/spiral-galaxy-formation-simulation-using-matlab-function-blocks.htmlIt"">https://www.mathworks.com/help/simulink/examples/spiral-galaxy-formation-simulation-using-matlab-function-blocks.htmlIt</a> allows the user to select one of the galaxies, a bounding radius in parsecs, and will give the amount of particles within the bounding radius when the end time is arrived at. This allows the user to simply find the relative distribution of a galaxy due to a galactic interaction.Each galaxy contains 1000 particles. The initial positions, velocities, mass, and radii can be inputted. The x, y, and z velocities are also shown. If you require only 2 galaxies, you can delete the third ""construct galaxy block"" and all its constituent inputs and traces, and it will run the same.If you require more than 3, you can copy the ""construct galaxy"" block and its inputs, and then hook the output up to the ""matrix concatenation""  block.The amount of particles initially in each body can be altered by double clicking on the ""construct galaxy"" block and inputting a ""numberOfBodies"" field. It is recommended that the user reads the README document attached.I am fairly sure this will work with releases newer than Simulink 8.9, but contact if it does not.I will modify it to make it easier to use in the future.Please contact with issues or comments.</p>galaxy,galaxy model,galaxy simulation,simulation,simulink,simulink galaxy,simulink galaxy model,simulink galaxy simulation",42,1,2,0,46,modification sldemo eml galaxy give particle count data velocity modification demo find mathworks com help example spiral galaxy formation function block htmlit allows user select one galaxy bound radius parsecs give amount particle within bound radius end time arrive allows user simply find relative distribution galaxy due galactic interaction galaxy contain particle initial position velocity mass radius inputted velocity also show require galaxy delete third construct galaxy block constituent input trace run require copy construct galaxy block input hook output matrix concatenation block amount particle initially body altered double click construct galaxy block inputting numberofbodies field recommend user read readme document attach fairly sure work release new contact modify make easy future please contact issue comment galaxygalaxy modelgalaxy galaxy galaxy,"['modification', 'sldemo', 'eml', 'galaxy', 'give', 'particle', 'count', 'data', 'velocity', 'modification', 'demo', 'find', 'mathworks', 'com', 'help', 'example', 'spiral', 'galaxy', 'formation', 'function', 'block', 'htmlit', 'allows', 'user', 'select', 'one', 'galaxy', 'bound', 'radius', 'parsecs', 'give', 'amount', 'particle', 'within', 'bound', 'radius', 'end', 'time', 'arrive', 'allows', 'user', 'simply', 'find', 'relative', 'distribution', 'galaxy', 'due', 'galactic', 'interaction', 'galaxy', 'contain', 'particle', 'initial', 'position', 'velocity', 'mass', 'radius', 'inputted', 'velocity', 'also', 'show', 'require', 'galaxy', 'delete', 'third', 'construct', 'galaxy', 'block', 'constituent', 'input', 'trace', 'run', 'require', 'copy', 'construct', 'galaxy', 'block', 'input', 'hook', 'output', 'matrix', 'concatenation', 'block', 'amount', 'particle', 'initially', 'body', 'altered', 'double', 'click', 'construct', 'galaxy', 'block', 'inputting', 'numberofbodies', 'field', 'recommend', 'user', 'read', 'readme', 'document', 'attach', 'fairly', 'sure', 'work', 'release', 'new', 'contact', 'modify', 'make', 'easy', 'future', 'please', 'contact', 'issue', 'comment', 'galaxygalaxy', 'modelgalaxy', 'galaxy', 'galaxy']",0
2292,67324,"Boost Converter with Analog PI Controller (Used only Op Amp & 555 Timer)<p>Boost Converter with Analog PI Controller. The PI controller used +-5V supply to work. It does not requires any digital controller. It only need five operational amplifiers and one 555 timer to work. It is suitable for making closed-loop DC-DC converter as hobby of for final year project with low budget (using the digital controller to implement PI is expensive). Please note this is just a simulation and it never being tested with actual hardware.</p>power_conversion_control,power_electronics_control,555 timer,analog,boost converter,closed loop,converter,dcdc converter,operational amplifier,pi controller,sawtooth generator",63,0,1,0,93,boost converter analog controller amp timer boost converter analog controller controller supply work require digital controller need five operational amplifier one timer work suitable make closed loop converter hobby final year project low budget digital controller implement expensive please note never test actual hardware power conversion controlpower electronics control converterclosed amplifierpi generator,"['boost', 'converter', 'analog', 'controller', 'amp', 'timer', 'boost', 'converter', 'analog', 'controller', 'controller', 'supply', 'work', 'require', 'digital', 'controller', 'need', 'five', 'operational', 'amplifier', 'one', 'timer', 'work', 'suitable', 'make', 'closed', 'loop', 'converter', 'hobby', 'final', 'year', 'project', 'low', 'budget', 'digital', 'controller', 'implement', 'expensive', 'please', 'note', 'never', 'test', 'actual', 'hardware', 'power', 'conversion', 'controlpower', 'electronics', 'control', 'converterclosed', 'amplifierpi', 'generator']",3
2293,67325,"A simulator for studying the analog response of the PIR sensor<p>The model can be used by engineers to design features of the Fresnel Lens, amplifier circuit, and sensor properties during the development phase of a PIR-based solution. The simulator can be used to simulate the analog response of a PIR sensor with different properties and Fresnel lens. This software tool will be an aid to the PIR sensor and Fresnel lens designers for simulating the sensor and lens response before building them for specific applications.In the Lens Property section, Fresnel lens of different specifications can be simulated by specifying the number of sectors, span, and range of each sector. If a particular sector is to be omitted, the corresponding distance can be set to zero. The sliding bars for Distance, Width and Velocity can be used to evaluate the sensor output for different scenarios. The plot titled FoV Output displays the output generated by each sector of the lens and the plot titled Final Output displays the simulated waveform at the output of the PIR amplifier circuit. The plot titled VPP vs Distance allows one to determine the model parameters using training data from an experiment.For more detail please read the paper titled ""Modeling the Analog Response of Passive Infrared Sensor"".Link: <a href=""https://doi.org/10.1016/j.sna.2018.05.002"">https://doi.org/10.1016/j.sna.2018.05.002</a></p>gui,simulation,simulink",48,4,2,0,56,study analog response pir sensorthe engineer design feature fresnel lens amplifier circuit sensor property development phase pir base solution analog response pir sensor different property fresnel lens software tool aid pir sensor fresnel lens designer sensor lens response building specific application lens property section fresnel lens different specification specify number sector span range sector particular sector omit corresponding distance set zero slide bar distance width velocity evaluate sensor output different scenario plot title fov output display output generate sector lens plot title final output display waveform output pir amplifier circuit plot title vpp distance allow one determine parameter train data experiment detail please read paper title analog response passive infrared sensor link doi org sna,"['study', 'analog', 'response', 'pir', 'sensorthe', 'engineer', 'design', 'feature', 'fresnel', 'lens', 'amplifier', 'circuit', 'sensor', 'property', 'development', 'phase', 'pir', 'base', 'solution', 'analog', 'response', 'pir', 'sensor', 'different', 'property', 'fresnel', 'lens', 'software', 'tool', 'aid', 'pir', 'sensor', 'fresnel', 'lens', 'designer', 'sensor', 'lens', 'response', 'building', 'specific', 'application', 'lens', 'property', 'section', 'fresnel', 'lens', 'different', 'specification', 'specify', 'number', 'sector', 'span', 'range', 'sector', 'particular', 'sector', 'omit', 'corresponding', 'distance', 'set', 'zero', 'slide', 'bar', 'distance', 'width', 'velocity', 'evaluate', 'sensor', 'output', 'different', 'scenario', 'plot', 'title', 'fov', 'output', 'display', 'output', 'generate', 'sector', 'lens', 'plot', 'title', 'final', 'output', 'display', 'waveform', 'output', 'pir', 'amplifier', 'circuit', 'plot', 'title', 'vpp', 'distance', 'allow', 'one', 'determine', 'parameter', 'train', 'data', 'experiment', 'detail', 'please', 'read', 'paper', 'title', 'analog', 'response', 'passive', 'infrared', 'sensor', 'link', 'doi', 'org', 'sna']",5
2294,67374,"Practical Design and Application of Model Predictive Control- Chapter 3<p>These are the files for Chapter 3 for the book "" Practical Design and Application of Model Predictive Control"" by Elsevier (eBook ISBN: 9780128139196, Paperback ISBN: 9780128139189).To practice system identification and MPC design processes, we introduce the famous double-mass spring plant model (section 3.4). In section 3.5 we perform system identification on the introduced plant. Using the developed model, we walk the reader through a step by step process to design the MPC controller (section 3.6). In section 3.7, we combine the controller with the double-mass spring model to perform a closed loop simulation to assess the performance of the controller. An application problem concludes the chapter to reinforce learnings.To connect with Authors, please visit: <a href=""https://www.practicalmpc.com/"">https://www.practicalmpc.com/</a></p>mpc,system identification",50,0,1,0,48,practical design application predictive control chapter file chapter book practical design application predictive control elsevier ebook isbn paperback isbn practice identification mpc design process introduce famous double mass spring plant section section perform identification introduce plant develop walk reader step step process design mpc controller section section combine controller double mass spring perform close loop ass performance controller application problem conclude chapter reinforce learning connect author please visit practicalmpc com mpcsystem identification,"['practical', 'design', 'application', 'predictive', 'control', 'chapter', 'file', 'chapter', 'book', 'practical', 'design', 'application', 'predictive', 'control', 'elsevier', 'ebook', 'isbn', 'paperback', 'isbn', 'practice', 'identification', 'mpc', 'design', 'process', 'introduce', 'famous', 'double', 'mass', 'spring', 'plant', 'section', 'section', 'perform', 'identification', 'introduce', 'plant', 'develop', 'walk', 'reader', 'step', 'step', 'process', 'design', 'mpc', 'controller', 'section', 'section', 'combine', 'controller', 'double', 'mass', 'spring', 'perform', 'close', 'loop', 'ass', 'performance', 'controller', 'application', 'problem', 'conclude', 'chapter', 'reinforce', 'learning', 'connect', 'author', 'please', 'visit', 'practicalmpc', 'com', 'mpcsystem', 'identification']",0
2295,67400,"Practical Design and Application of Model Predictive Control- Chapter 8<p>These are the files for Chapter 8 for the book "" Practical Design and Application of Model Predictive Control"" by Elsevier (eBook ISBN: 9780128139196, Paperback ISBN: 9780128139189). A thermoelectrical PV model  is used as a testbed to demonstrate the effectiveness of MPC.  Reference signal generation for the controller is discussed in section 8.3. The identification and linearization of the plant are discussed in section 8.4. The detailed process to design MPC controller for the PV module is covered in section 8.6. The controller is integrated with the plant in section 8.7. To connect with Authors, please visit: <a href=""https://www.practicalmpc.com/"">https://www.practicalmpc.com/</a></p>mpc,photovoltaic,pv,power_conversion_control,power_electronics_control",159,14,2,0,146,practical design application predictive control chapter file chapter book practical design application predictive control elsevier ebook isbn paperback isbn testbed demonstrate effectiveness mpc reference signal generation controller discuss section identification linearization plant discuss section detailed process design mpc controller module cover section controller integrate plant section connect author please visit practicalmpc com conversion controlpower electronics control,"['practical', 'design', 'application', 'predictive', 'control', 'chapter', 'file', 'chapter', 'book', 'practical', 'design', 'application', 'predictive', 'control', 'elsevier', 'ebook', 'isbn', 'paperback', 'isbn', 'testbed', 'demonstrate', 'effectiveness', 'mpc', 'reference', 'signal', 'generation', 'controller', 'discuss', 'section', 'identification', 'linearization', 'plant', 'discuss', 'section', 'detailed', 'process', 'design', 'mpc', 'controller', 'module', 'cover', 'section', 'controller', 'integrate', 'plant', 'section', 'connect', 'author', 'please', 'visit', 'practicalmpc', 'com', 'conversion', 'controlpower', 'electronics', 'control']",4
