,id,repo_name,owner_name,is_private,project_url,Description,is_forked,api_url,created_at,updated_at,pushed_at,homepage_url,size_in_kb,stargazers_count,watchers_count,language,forks_count,open_issues_count,master_branch,default_branch,Topics,license,model_files,num_model_file,version_sha,updated-created,desc_word_count,numeric_cluster
130,117495868,py-udp-autobox,hayoung-kim,0,https://github.com/hayoung-kim/py-udp-autobox,Python and simulink files to send messages through ethernet(UDP) from linux to MicroAutobox,0,https://api.github.com/repos/hayoung-kim/py-udp-autobox,2018-01-15 04:09:01.000000,2018-01-15 05:22:18.000000,2018-01-15 04:51:08.000000,,,1,1,Python,0,1,,master,,MIT License,"py-udp-autobox-master/receiver-autobox/udp_autobox.mdl,",1,b4f7922fb599c0df1235abcdc441dda9d97b89f4,0,13,0
131,120771995,car-following-model,thoenselaar,0,https://github.com/thoenselaar/car-following-model,Car following model created in Matlab/Simulink using the Intelligent Driver Model (IDM),0,https://api.github.com/repos/thoenselaar/car-following-model,2018-02-08 14:30:04.000000,2019-12-11 08:27:00.000000,2018-03-15 11:38:14.000000,,,8,8,Matlab,3,0,,master,,MIT License,"car-following-model-master/car_following_model.slx,",1,72bc908ad1c04fab839075afc63b82fa7dec8f0a,671,12,0
132,121041400,CU-Hyperloop,ad765,0,https://github.com/ad765/CU-Hyperloop,Full system simulation of the Hyperloop pod using Simulink for control system design and Simscape Multibody for CAD import of files.,0,https://api.github.com/repos/ad765/CU-Hyperloop,2018-02-10 18:18:10.000000,2018-05-28 01:36:03.000000,2018-03-24 22:59:12.000000,,,1,1,Matlab,0,0,,master,,MIT License,"CU-Hyperloop-master/HyperloopSimLibrary.slx,CU-Hyperloop-master/FullSystemSim.slx,",2,d9924924a13cde1b3448464faae41131d7ec1d11,107,21,0
133,122128733,STM32_PIL_Example_Simulink,freshhope,0,https://github.com/freshhope/STM32_PIL_Example_Simulink,STM32 PIL example in Simulink,0,https://api.github.com/repos/freshhope/STM32_PIL_Example_Simulink,2018-02-19 22:29:54.000000,2018-11-09 09:02:40.000000,2018-04-19 05:40:25.000000,,,2,2,Matlab,2,0,,master,,GNU General Public License v3.0,"STM32_PIL_Example_Simulink-master/General/Generic1.slx,STM32_PIL_Example_Simulink-master/Filter/Test_PIL_IIR_Filter.slx,STM32_PIL_Example_Simulink-master/Filter/IIR_Filter_int32.slx,STM32_PIL_Example_Simulink-master/ExternalMode/stm32_external_mode.slx,",4,02e82295927f89eee6dcca5bdeea938f53cc32ba,263,5,0
134,122845055,Control-Systems-II-Labs,PsiPhiTheta,0,https://github.com/PsiPhiTheta/Control-Systems-II-Labs,MATLAB/Simulink laboratory files for the UoM 3rd Year Control Systems II course,0,https://api.github.com/repos/PsiPhiTheta/Control-Systems-II-Labs,2018-02-25 14:48:21.000000,2019-01-25 01:27:02.000000,2018-06-26 16:48:53.000000,,,0,0,,0,0,,master,"control-systems,control-theory,state-space-model",MIT License,"Control-Systems-II-Labs-master/Lab2/Lab2Task3.slx,Control-Systems-II-Labs-master/Lab2/Lab2Task2.slx,Control-Systems-II-Labs-master/Lab2/Lab2Task1.slx,Control-Systems-II-Labs-master/Lab1/Task4.slx,Control-Systems-II-Labs-master/Lab1/Task3.slx,Control-Systems-II-Labs-master/Lab1/Task2.slx,Control-Systems-II-Labs-master/Lab1/Task1.slx,",7,86534875f5c8278054e4a1830a40c7bf90c56513,334,12,0
135,123222861,bonsai-simulink,mohisen,0,https://github.com/mohisen/bonsai-simulink,Bonsai's Simulink Househeat example using the Universal Coordinator,0,https://api.github.com/repos/mohisen/bonsai-simulink,2018-02-28 03:19:26.000000,2018-08-10 23:38:57.000000,2018-02-27 22:55:14.000000,,,0,0,Matlab,2,0,,master,,MIT License,"bonsai-simulink-master/examples/simulink-househeat/simulink_househeat.slx,bonsai-simulink-master/examples/simulink-cartpole/simulink_cartpole.slx,",2,0df42ce35dfb20d8a78587dca19b6d37a8a5e2eb,163,8,0
136,124280856,7DOF-Rail-Mounted-Arm,mjerrar,0,https://github.com/mjerrar/7DOF-Rail-Mounted-Arm,Kinematic modelling and trajectory planning of a 6 DOF Vika 350 robotic arm mounted on rail (total 7DOF) using Matlab and Simulink.,0,https://api.github.com/repos/mjerrar/7DOF-Rail-Mounted-Arm,2018-03-07 18:59:06.000000,2018-06-25 04:24:14.000000,2018-04-10 22:20:38.000000,,,2,2,Matlab,2,0,,master,,GNU General Public License v3.0,"7DOF-Rail-Mounted-Arm-master/KR210.slx,",1,3dc0c223953683c0d7086c071dcb20c9e42b0fdf,110,22,0
137,124448612,Simulation,3DPrintedBionicFinger,0,https://github.com/3DPrintedBionicFinger/Simulation,Simulink simulations of the mechatronics systems,0,https://api.github.com/repos/3DPrintedBionicFinger/Simulation,2018-03-08 21:11:49.000000,2018-03-31 20:46:23.000000,2018-03-31 20:46:23.000000,,,0,0,Matlab,0,0,,master,,MIT License,"Simulation-master/Model/Finger5/Simulink/BionicFingerAssembly5b.slx,Simulation-master/Model/Finger2/Simulink/elec_motor_linact.slx,Simulation-master/Model/Finger2/Simulink/PQ12.slx,Simulation-master/Model/Finger2/Simulink/BionicFingerAssembly2.slx,Simulation-master/Electronics/EMG_circuit.slx,Simulation-master/Controls/MechatronicModel.slx,Simulation-master/Controls/ComponentSS.mdl,Simulation-master/Controls/BrownZhangControl.slx,Simulation-master/Controls/BionicFingerAssembly5b.slx,",9,e3577982680cac25f89d5362922e180d414618de,23,6,0
138,125677976,SimulinkArduinoExamples,iumuse,0,https://github.com/iumuse/SimulinkArduinoExamples,Examples of Simulink models on Arduino,0,https://api.github.com/repos/iumuse/SimulinkArduinoExamples,2018-03-17 23:43:19.000000,2018-07-30 18:30:13.000000,2018-04-08 21:56:28.000000,,,1,1,Matlab,0,0,,master,"matlab,simulink,arduino,embedded",MIT License,"SimulinkArduinoExamples-master/Serial/SerialWriteTriggeredSubsystem_v2.slx,SimulinkArduinoExamples-master/Serial/SerialWriteTriggeredSubsystem.slx,SimulinkArduinoExamples-master/Serial/SerialWriteSimple.slx,SimulinkArduinoExamples-master/ReadInputPullUp.slx,SimulinkArduinoExamples-master/PushButton_States.slx,SimulinkArduinoExamples-master/PushButton.slx,SimulinkArduinoExamples-master/MultiRateDemo/Blink_MultiRate.slx,SimulinkArduinoExamples-master/MultiRateDemo/Blink_50ms.slx,SimulinkArduinoExamples-master/MultiRateDemo/Blink_500ms.slx,SimulinkArduinoExamples-master/MultiRateDemo/Blink_1000ms.slx,SimulinkArduinoExamples-master/Joystick.slx,SimulinkArduinoExamples-master/CustomLibrary/CustomLibrary.slx,",12,dd2dc22e3ca90e374cbb510dab992d9de58c0ca3,135,6,0
139,126322797,TrueTimeNCS,samiralavi,0,https://github.com/samiralavi/TrueTimeNCS,"This project is fork of TrueTime library, a framework for real-time simulation of networked control systems in MATLAB/Simulink.",0,https://api.github.com/repos/samiralavi/TrueTimeNCS,2018-03-22 11:06:20.000000,2018-03-22 11:11:28.000000,2018-03-22 11:11:26.000000,,,0,0,C++,1,0,,master,,GNU General Public License v3.0,"TrueTimeNCS-master/kernel/truetime.slx,TrueTimeNCS-master/kernel/NCM.slx,TrueTimeNCS-master/examples/wireless/wireless.slx,TrueTimeNCS-master/examples/threeservos/matlab/threeservos.slx,TrueTimeNCS-master/examples/threeservos/c++/threeservos.slx,TrueTimeNCS-master/examples/soccer/soccer.slx,TrueTimeNCS-master/examples/simple/matlab/simple.slx,TrueTimeNCS-master/examples/simple/c++/simple.slx,TrueTimeNCS-master/examples/servo/matlab/servo.slx,TrueTimeNCS-master/examples/servo/matlab/controller.slx,TrueTimeNCS-master/examples/servo/c++/servo.slx,TrueTimeNCS-master/examples/servo/c++/controller.slx,TrueTimeNCS-master/examples/networked/standalone/networked.slx,TrueTimeNCS-master/examples/networked/matlab/networked.slx,TrueTimeNCS-master/examples/networked/c++/networked.slx,TrueTimeNCS-master/examples/gateway/gateway.slx,TrueTimeNCS-master/examples/advanced_demos/time_triggered_dispatcher/model.slx,TrueTimeNCS-master/examples/advanced_demos/slot_shifting_servo/servo.slx,TrueTimeNCS-master/examples/advanced_demos/hierarchical_sched/Hierarchical_Scheduling_Only_TTDispatchers/servo.slx,TrueTimeNCS-master/examples/advanced_demos/hierarchical_sched/Compositional_Hierarchical_Scheduling/servo.slx,TrueTimeNCS-master/examples/advanced_demos/RUNES_demo/RUNES_demo.slx,TrueTimeNCS-master/examples/advanced_demos/NCM/ncmexample.slx,TrueTimeNCS-master/examples/advanced_demos/NCM/ncm_wireless/wireless.slx,TrueTimeNCS-master/examples/AODV/AODV.slx,TrueTimeNCS-master/docs/simple.mdl,",25,e009faa66c73f7ce1b95dfe1b5f3dfe65da12ad9,0,18,0
140,126331951,el5e22-srobot,FE18-Code,0,https://github.com/FE18-Code/el5e22-srobot,Matlab / Simulink Robot struct command modelisation,0,https://api.github.com/repos/FE18-Code/el5e22-srobot,2018-03-22 12:29:04.000000,2018-03-26 15:50:17.000000,2018-03-26 15:50:16.000000,,,0,0,Matlab,0,0,,master,,MIT License,"el5e22-srobot-master/robot_reglage_noncouple_concecyl.slx,el5e22-srobot-master/robot_reglage_couple_conecyl.slx,el5e22-srobot-master/robot_reglage_couple_cone.slx,el5e22-srobot-master/robot_reglage_couple.slx,el5e22-srobot-master/robot_reglage.slx,el5e22-srobot-master/gene_traj.slx,",6,2f11da74e337a512579ff89bb9972864c8a3ddce,4,7,0
141,126338636,AutomationShield,gergelytakacs,0,https://github.com/gergelytakacs/AutomationShield,Arduino library and MATLAB/Simulink API for the AutomationShield Arduino expansion boards for control engineering education.,0,https://api.github.com/repos/gergelytakacs/AutomationShield,2018-03-22 13:23:06.000000,2019-11-17 18:00:43.000000,2020-01-28 13:50:12.000000,,,8,8,C++,5,82,,master,"arduino-library,arduino,control-systems,automation,control-engineering,process-engineering,automationshield-library,automation-education,control,microcontroller,didactic,feedback,feedback-loop,arduino-ide,matlab,embedded,simulink,education,educational-project",Other,"AutomationShield-master/simulink/examples/OptoShield/OptoShield_Pulse_Identification.slx,AutomationShield-master/simulink/examples/OptoShield/OptoShield_PID_Control.slx,AutomationShield-master/simulink/examples/OptoShield/OptoShield_InputsOutputs.slx,AutomationShield-master/simulink/examples/HeatShield/HeatShield_PID_Simulate.slx,AutomationShield-master/simulink/examples/HeatShield/HeatShield_PID.slx,AutomationShield-master/simulink/examples/HeatShield/HeatShield_InputsOutputs.slx,AutomationShield-master/simulink/examples/HeatShield/HeatShield_ID_Test.slx,AutomationShield-master/simulink/examples/FloatShield/FloatShield_PID.slx,AutomationShield-master/simulink/assets/src/CommonBlocks.slx,AutomationShield-master/simulink/assets/FloatLibraryOldBlocksBackup.slx,AutomationShield-master/simulink/OptoLibrary.slx,AutomationShield-master/simulink/HeatLibrary.slx,AutomationShield-master/simulink/FloatLibrary.slx,AutomationShield-master/simulink/AutomationShield.slx,",14,258cc6671b5e9e44c6ed1bdc139e1e1a4ec31a65,605,15,0
142,126658302,HyperloopFullSystemSim,ad765,0,https://github.com/ad765/HyperloopFullSystemSim,Full system simulation of the Hyperloop pod using Simulink for control system design and Simscape Multibody for CAD import of files.,0,https://api.github.com/repos/ad765/HyperloopFullSystemSim,2018-03-25 02:37:57.000000,2018-03-25 20:24:13.000000,2018-03-25 07:32:36.000000,,,0,0,Matlab,0,0,,master,,MIT License,"HyperloopFullSystemSim-master/HyperloopSimLibrary.slx,HyperloopFullSystemSim-master/FullSystemSim.slx,",2,60605892a997c11b1003aa861c1c8138ea172d3c,0,21,0
143,128968036,WTD-Library,JakubOsmic,0,https://github.com/JakubOsmic/WTD-Library,"Wind Turbine Dynamics (WTD) Library features a group of Simulink blocks for simulation of dynamic response of generic models of Wind Turbine Generators (WTG) on power system disturbances, which includes the General Electric (GE) Doubly Fed Induction Generator (DFIG) model. The WTD Library features a set of Simulink blocks that models GE DFIG as well as conventional steam and hydro generating units that are connected to a transmission grid. The Library also includes a set of Matlab m and S functions which are used for power flow calculation and initialization of state variables of the models of GE DFIG and conventional steam and hydro generating units. The WTD library is an open source simulation tool primarily aimed for educational/research purpose since it enables incorporation of user-defined Simulink models. The Library is especially suitable for development and testing of new algorithms for the control of WTG, like virtual inertia and primary frequency control algorithms.",0,https://api.github.com/repos/JakubOsmic/WTD-Library,2018-04-10 17:03:53.000000,2019-01-07 08:31:45.000000,2018-04-10 19:15:24.000000,,,1,1,M,0,0,,master,,MIT License,"WTD-Library-master/WTD_slx_library_ver1/wtd_library_ver1.slx,WTD-Library-master/WTD_slx_library_ver1/wtd_demo_library_ver1.slx,WTD-Library-master/WTD_slx_library_ver1/Library0.slx,WTD-Library-master/WTD_examples_ver1/wtd_wind_profile_ver1.slx,WTD-Library-master/WTD_examples_ver1/wtd_twelve_bus_ver1.slx,WTD-Library-master/WTD_examples_ver1/wtd_three_phase_fault_ver1.slx,",6,169228abb117967331864a9efffec8f3b80accb4,272,153,0
144,131013421,UDPMatLab-IEC104,artyompetrov,0,https://github.com/artyompetrov/UDPMatLab-IEC104,Интерфейс обмена данными между Simulink Desktop Real-Time и внешними SCADA-системами по протоколу МЭК 60870-5-104,0,https://api.github.com/repos/artyompetrov/UDPMatLab-IEC104,2018-04-25 13:48:27.000000,2019-09-29 07:21:54.000000,2019-09-24 16:11:05.000000,,,0,0,C#,0,0,,master,,GNU General Public License v3.0,"UDPMatLab-IEC104-master/model.slx,",1,d1d8bcb46f9c322f3bce20b7b5f873159f461e7f,522,14,0
145,132039231,simulink-pwm-inductor,prasilo,0,https://github.com/prasilo/simulink-pwm-inductor,"Source codes and models for manuscript “Simulink Model for PWM-Supplied Laminated Magnetic Cores Including Hysteresis, Eddy-Current and Excess Losses”",0,https://api.github.com/repos/prasilo/simulink-pwm-inductor,2018-05-03 19:14:12.000000,2018-06-06 05:47:27.000000,2018-06-06 05:47:26.000000,,,0,0,Fortran,1,0,,master,,"BSD 2-Clause ""Simplified"" License","simulink-pwm-inductor-master/inductor_skineffect.slx,simulink-pwm-inductor-master/inductor.slx,",2,d5efcf1a831a96dcdec1dd12c6911aa2a80ebc9b,34,19,0
146,132380784,Unknown-Input-Observer-Review-and-Examples,snazari,0,https://github.com/snazari/Unknown-Input-Observer-Review-and-Examples,The UIO is reviewed in a PDF file and Simulink examples from control theory are given.,0,https://api.github.com/repos/snazari/Unknown-Input-Observer-Review-and-Examples,2018-05-06 22:27:03.000000,2019-12-17 16:45:26.000000,2018-05-06 22:28:18.000000,,,1,1,Matlab,0,0,,master,,"BSD 2-Clause ""Simplified"" License","Unknown-Input-Observer-Review-and-Examples-master/massSpringMDL.slx,Unknown-Input-Observer-Review-and-Examples-master/exOne.slx,Unknown-Input-Observer-Review-and-Examples-master/car_sus.mdl,",3,a5bde344c94a78cf541feabaf76c51523a1382ef,590,16,0
147,133649527,OBD2-SocktCAN-Interface,VitaliRj,0,https://github.com/VitaliRj/OBD2-SocktCAN-Interface,This Simulink library/Add-On provides an OBD2 block for basic vehicle diagnostics.,0,https://api.github.com/repos/VitaliRj/OBD2-SocktCAN-Interface,2018-05-16 10:28:20.000000,2018-05-25 07:13:29.000000,2018-08-03 12:49:02.000000,,,0,0,C,2,0,,master,,MIT License,"OBD2-SocktCAN-Interface-master/windows_x64/src/OBD2_SocketCan_Library.slx,OBD2-SocktCAN-Interface-master/windows_x64/src/Example_MultiPID.slx,OBD2-SocktCAN-Interface-master/windows_x64/src/Example.slx,OBD2-SocktCAN-Interface-master/mac/src/OBD2_SocketCan_Library.slx,OBD2-SocktCAN-Interface-master/mac/src/Example_MultiPID.slx,OBD2-SocktCAN-Interface-master/mac/src/Example.slx,OBD2-SocktCAN-Interface-master/linux/src/OBD2_SocketCan_Library.slx,OBD2-SocktCAN-Interface-master/linux/src/Example_MultiPID.slx,OBD2-SocktCAN-Interface-master/linux/src/Example.slx,OBD2-SocktCAN-Interface-master/examples/Example_MultiPID.slx,OBD2-SocktCAN-Interface-master/examples/Example.slx,",11,1a92465615882f6da05681b13c182665a563287c,9,11,0
148,134269583,MATLAB,at838,0,https://github.com/at838/MATLAB,Projects done in MATLAB and Simulink,0,https://api.github.com/repos/at838/MATLAB,2018-05-21 12:59:44.000000,2018-05-21 14:09:02.000000,2018-05-21 14:09:01.000000,,,0,0,Matlab,0,0,,master,,GNU General Public License v3.0,"MATLAB-master/Seesaw/seesaw_mod_lin_non_lin.slx,",1,58ca0f3153aa8754f10aee682bc76de92c98368c,0,6,0
149,136474569,Matlab_ODE,juanMarinero,0,https://github.com/juanMarinero/Matlab_ODE,Didactic. Matlab-Simulink solve methods of ODE (Ordinary differential equation).,0,https://api.github.com/repos/juanMarinero/Matlab_ODE,2018-06-07 12:31:54.000000,2018-06-07 12:33:26.000000,2018-06-07 12:33:25.000000,,,0,0,Matlab,2,0,,master,,Other,"Matlab_ODE-master/code/lorenz_sim.mdl,",1,1a963408026d8106dae93abec244bdc0496ad2a4,0,9,0
150,136474996,Matlab_Simulink-GUI,juanMarinero,0,https://github.com/juanMarinero/Matlab_Simulink-GUI,"Didactic. Create a GUI to optimaze simulinks simulations: multiple variable change, multiple scopes, etc.",0,https://api.github.com/repos/juanMarinero/Matlab_Simulink-GUI,2018-06-07 12:35:33.000000,2018-06-07 12:36:16.000000,2018-06-07 12:36:15.000000,,,0,0,Matlab,0,0,,master,,Other,"Matlab_Simulink-GUI-master/simulinkModel_08.mdl,Matlab_Simulink-GUI-master/simulinkModel_07.mdl,Matlab_Simulink-GUI-master/simulinkModel_05.mdl,Matlab_Simulink-GUI-master/simulinkModel_04.mdl,Matlab_Simulink-GUI-master/simulinkModel_03.mdl,Matlab_Simulink-GUI-master/simulinkModel_02.mdl,Matlab_Simulink-GUI-master/simulinkModel_01.mdl,",7,1dc20dd4048284ff1386b66b1ec3d5e177481029,0,14,0
151,137540377,Fuzzy-PID-DC-Motor-Matlab-Simulink,AlfianFadliPramadhan,0,https://github.com/AlfianFadliPramadhan/Fuzzy-PID-DC-Motor-Matlab-Simulink,Design of Fuzzy Logic + PID Controller for DC Motor using Matlab and Simulink,0,https://api.github.com/repos/AlfianFadliPramadhan/Fuzzy-PID-DC-Motor-Matlab-Simulink,2018-06-15 23:41:37.000000,2020-01-20 03:49:44.000000,2018-06-15 23:44:07.000000,,,4,4,Matlab,3,0,,master,,MIT License,"Fuzzy-PID-DC-Motor-Matlab-Simulink-master/SimFuzzyPID.slx,",1,ad2504101a904a31a50ee2bef43a438fd5e3ddac,584,14,0
152,137583068,thesis-work,alpmarangoz,0,https://github.com/alpmarangoz/thesis-work,Matlab - Simulink codes that are related to my Ph.D. Thesis work,0,https://api.github.com/repos/alpmarangoz/thesis-work,2018-06-16 13:35:02.000000,2019-10-10 08:35:33.000000,2018-10-26 14:08:14.000000,,,1,1,Matlab,0,0,,master,,MIT License,"thesis-work-master/various/MRAC Example/directMRACSystemModel_wStatePred.mdl,thesis-work-master/various/MRAC Example/directMRACSystemModel_wPrj.mdl,thesis-work-master/various/MRAC Example/directMRACSystemModel.mdl,thesis-work-master/various/MRAC Example/Projection.mdl,thesis-work-master/various/MRAC Example/L1AdaptiveSystemModel.mdl,thesis-work-master/various/L1AC Example/Projection.mdl,thesis-work-master/various/L1AC Example/L1AdaptiveSystemModel.mdl,thesis-work-master/various/Concurrent Learning/pendulumExample3.mdl,thesis-work-master/various/Concurrent Learning/pendulumExample2.mdl,thesis-work-master/various/Concurrent Learning/pendulumExample.mdl,thesis-work-master/various/Concurrent Learning/history_stack.mdl,thesis-work-master/various/ADI Nonlin ODE Control/ADIODEcontrol.mdl,thesis-work-master/robotarm_simulation/simTwoLinkFTCwAdaptive.slx,thesis-work-master/robotarm_simulation/simTwoLinkFTC.slx,thesis-work-master/robotarm_simulation/simTwoLinkFDIbasisComparison.slx,thesis-work-master/robotarm_simulation/simThreeLinkFTC.slx,thesis-work-master/robotarm_simulation/simRobotArmWith2Links.slx,thesis-work-master/quadrotor_simulation/simQuadrotor.slx,thesis-work-master/quadrotor_simulation/simAttitudeControl.slx,thesis-work-master/example_problems/sim_main_x12px23.slx,thesis-work-master/example_problems/sim_main_pqr.slx,",21,cc43f441be1c5ab913cb0d2fef80c61bd020cbdb,481,12,0
